,order_id,customer_id,payment,order_date,delivery_date,sales_id,product_id,price_per_unit,quantity,total_price
97,20,789,45129,2021-01-13,2021-01-20,97,681,113,1,113
98,20,789,45129,2021-01-13,2021-01-20,98,1114,115,1,115
99,21,124,11261,2021-04-04,2021-04-17,99,7,96,1,96
100,21,124,11261,2021-04-04,2021-04-17,100,298,105,2,210
101,21,124,11261,2021-04-04,2021-04-17,101,906,94,2,188
102,22,180,36088,2021-05-28,2021-06-09,102,20,96,1,96
103,22,180,36088,2021-05-28,2021-06-09,103,1040,90,2,180
104,22,180,36088,2021-05-28,2021-06-09,104,134,92,1,92
105,22,180,36088,2021-05-28,2021-06-09,105,172,91,2,182
106,22,180,36088,2021-05-28,2021-06-09,106,321,109,3,327
107,22,180,36088,2021-05-28,2021-06-09,107,912,96,1,96
108,23,652,45711,2021-05-17,2021-05-22,108,238,106,2,212
109,23,652,45711,2021-05-17,2021-05-22,109,809,117,3,351
110,24,469,14566,2021-09-04,2021-09-20,110,8,96,1,96
111,24,469,14566,2021-09-04,2021-09-20,111,852,113,2,226
112,25,562,47075,2021-07-04,2021-07-08,112,736,109,3,327
113,25,562,47075,2021-07-04,2021-07-08,113,593,100,2,200
114,26,732,15964,2021-04-25,2021-05-04,114,808,117,2,234
115,26,732,15964,2021-04-25,2021-05-04,115,154,91,3,273
116,26,732,15964,2021-04-25,2021-05-04,116,453,107,1,107
117,27,443,35513,2021-05-16,2021-05-28,117,302,105,2,210
118,27,443,35513,2021-05-16,2021-05-28,118,823,117,1,117
119,27,443,35513,2021-05-16,2021-05-28,119,360,94,1,94
120,27,443,35513,2021-05-16,2021-05-28,120,430,107,1,107
121,27,443,35513,2021-05-16,2021-05-28,121,1027,90,3,270
122,27,443,35513,2021-05-16,2021-05-28,122,603,112,1,112
123,27,443,35513,2021-05-16,2021-05-28,123,843,113,2,226
124,28,206,29968,2021-08-19,2021-09-04,124,19,96,2,192
125,28,206,29968,2021-08-19,2021-09-04,125,226,106,2,212
126,28,206,29968,2021-08-19,2021-09-04,126,1158,99,1,99
127,28,206,29968,2021-08-19,2021-09-04,127,730,119,1,119
128,28,206,29968,2021-08-19,2021-09-04,128,2,96,2,192
129,28,206,29968,2021-08-19,2021-09-04,129,761,109,2,218
130,28,206,29968,2021-08-19,2021-09-04,130,684,113,3,339
131,28,206,29968,2021-08-19,2021-09-04,131,922,96,2,192
132,28,206,29968,2021-08-19,2021-09-04,132,1053,93,2,186
133,28,206,29968,2021-08-19,2021-09-04,133,1259,112,3,336
134,28,206,29968,2021-08-19,2021-09-04,134,803,91,2,182
135,29,993,57645,2021-03-22,2021-03-28,135,633,93,1,93
136,29,993,57645,2021-03-22,2021-03-28,136,907,94,3,282
137,29,993,57645,2021-03-22,2021-03-28,137,246,95,2,190
138,29,993,57645,2021-03-22,2021-03-28,138,762,109,3,327
139,30,260,59350,2021-07-07,2021-07-26,139,407,119,2,238
140,30,260,59350,2021-07-07,2021-07-26,140,325,109,2,218
141,30,260,59350,2021-07-07,2021-07-26,141,2,96,1,96
142,30,260,59350,2021-07-07,2021-07-26,142,411,119,2,238
143,30,260,59350,2021-07-07,2021-07-26,143,1167,99,1,99
144,30,260,59350,2021-07-07,2021-07-26,144,462,118,3,354
145,31,727,15722,2021-03-11,2021-04-05,145,484,118,2,236
146,31,727,15722,2021-03-11,2021-04-05,146,1071,93,1,93
147,31,727,15722,2021-03-11,2021-04-05,147,1245,112,1,112
148,32,627,24976,2021-06-17,2021-07-14,148,1096,115,3,345
149,32,627,24976,2021-06-17,2021-07-14,149,323,109,1,109
150,32,627,24976,2021-06-17,2021-07-14,150,22,96,3,288
151,33,588,52945,2021-07-01,2021-07-07,151,486,118,2,236
152,33,588,52945,2021-07-01,2021-07-07,152,1173,99,3,297
153,33,588,52945,2021-07-01,2021-07-07,153,322,109,3,327
154,33,588,52945,2021-07-01,2021-07-07,154,955,97,3,291
155,33,588,52945,2021-07-01,2021-07-07,155,511,102,2,204
156,34,412,36244,2021-05-23,2021-05-30,156,817,117,2,234
157,34,412,36244,2021-05-23,2021-05-30,157,555,98,1,98
158,34,412,36244,2021-05-23,2021-05-30,158,775,91,3,273
159,34,412,36244,2021-05-23,2021-05-30,159,62,104,1,104
160,35,358,49665,2021-08-31,2021-09-07,160,991,106,2,212
161,35,358,49665,2021-08-31,2021-09-07,161,527,98,1,98
162,35,358,49665,2021-08-31,2021-09-07,162,1257,112,2,224
163,35,358,49665,2021-08-31,2021-09-07,163,1043,90,1,90
164,35,358,49665,2021-08-31,2021-09-07,164,549,98,1,98
165,35,358,49665,2021-08-31,2021-09-07,165,302,105,1,105
166,35,358,49665,2021-08-31,2021-09-07,166,671,113,3,339
167,36,51,32494,2021-08-22,2021-09-04,167,675,113,1,113
168,36,51,32494,2021-08-22,2021-09-04,168,636,93,3,279
169,36,51,32494,2021-08-22,2021-09-04,169,37,104,2,208
170,36,51,32494,2021-08-22,2021-09-04,170,831,117,2,234
171,36,51,32494,2021-08-22,2021-09-04,171,737,109,2,218
172,36,51,32494,2021-08-22,2021-09-04,172,203,98,1,98
173,37,78,53949,2021-07-07,2021-07-18,173,809,117,3,351
174,37,78,53949,2021-07-07,2021-07-18,174,995,106,3,318
175,37,78,53949,2021-07-07,2021-07-18,175,605,112,3,336
176,37,78,53949,2021-07-07,2021-07-18,176,608,112,2,224
177,37,78,53949,2021-07-07,2021-07-18,177,645,93,2,186
178,38,809,46219,2021-02-03,2021-02-19,178,1015,90,2,180
179,38,809,46219,2021-02-03,2021-02-19,179,503,102,1,102
180,38,809,46219,2021-02-03,2021-02-19,180,138,92,2,184
181,39,466,23990,2021-02-26,2021-03-20,181,621,112,2,224
182,39,466,23990,2021-02-26,2021-03-20,182,338,109,2,218
183,39,466,23990,2021-02-26,2021-03-20,183,148,91,3,273
184,39,466,23990,2021-02-26,2021-03-20,184,631,93,3,279
185,39,466,23990,2021-02-26,2021-03-20,185,916,96,1,96
186,39,466,23990,2021-02-26,2021-03-20,186,317,109,2,218
187,39,466,23990,2021-02-26,2021-03-20,187,49,104,1,104
188,39,466,23990,2021-02-26,2021-03-20,188,1030,90,2,180
189,39,466,23990,2021-02-26,2021-03-20,189,892,94,3,282
190,39,466,23990,2021-02-26,2021-03-20,190,20,96,2,192
191,40,86,56657,2021-01-07,2021-01-19,191,333,109,2,218
192,40,86,56657,2021-01-07,2021-01-19,192,650,93,1,93
193,40,86,56657,2021-01-07,2021-01-19,193,479,118,3,354
194,40,86,56657,2021-01-07,2021-01-19,194,688,113,3,339
195,41,790,53386,2021-01-03,2021-01-09,195,1012,106,1,106
196,41,790,53386,2021-01-03,2021-01-09,196,730,119,1,119
197,41,790,53386,2021-01-03,2021-01-09,197,579,100,3,300
198,42,690,33993,2021-07-29,2021-08-02,198,866,113,1,113
199,42,690,33993,2021-07-29,2021-08-02,199,978,97,2,194
200,42,690,33993,2021-07-29,2021-08-02,200,330,109,1,109
201,42,690,33993,2021-07-29,2021-08-02,201,1225,112,1,112
202,43,570,22839,2021-07-13,2021-08-03,202,1146,102,2,204
203,43,570,22839,2021-07-13,2021-08-03,203,586,100,1,100
204,43,570,22839,2021-07-13,2021-08-03,204,134,92,3,276
205,44,849,17071,2021-09-07,2021-09-22,205,368,94,2,188
206,44,849,17071,2021-09-07,2021-09-22,206,1127,102,2,204
207,44,849,17071,2021-09-07,2021-09-22,207,595,112,1,112
208,44,849,17071,2021-09-07,2021-09-22,208,1076,93,1,93
209,44,849,17071,2021-09-07,2021-09-22,209,704,119,1,119
210,45,571,21738,2021-05-30,2021-06-21,210,476,118,1,118
211,45,571,21738,2021-05-30,2021-06-21,211,705,119,3,357
212,45,571,21738,2021-05-30,2021-06-21,212,1037,90,2,180
213,45,571,21738,2021-05-30,2021-06-21,213,345,109,3,327
214,45,571,21738,2021-05-30,2021-06-21,214,1253,112,2,224
215,45,571,21738,2021-05-30,2021-06-21,215,1258,112,1,112
216,46,922,25378,2021-06-22,2021-07-04,216,666,113,3,339
217,46,922,25378,2021-06-22,2021-07-04,217,498,102,1,102
218,46,922,25378,2021-06-22,2021-07-04,218,316,109,3,327
219,47,791,35453,2021-04-21,2021-04-23,219,664,93,2,186
220,47,791,35453,2021-04-21,2021-04-23,220,823,117,2,234
221,47,791,35453,2021-04-21,2021-04-23,221,777,91,1,91
222,47,791,35453,2021-04-21,2021-04-23,222,78,118,2,236
223,47,791,35453,2021-04-21,2021-04-23,223,1089,115,3,345
224,48,620,31712,2021-04-16,2021-04-23,224,960,97,1,97
225,48,620,31712,2021-04-16,2021-04-23,225,683,113,3,339
226,49,336,24219,2021-01-22,2021-02-13,226,40,104,3,312
227,49,336,24219,2021-01-22,2021-02-13,227,1044,90,2,180
228,49,336,24219,2021-01-22,2021-02-13,228,773,91,1,91
229,50,454,50310,2021-09-16,2021-09-18,229,457,118,3,354
230,50,454,50310,2021-09-16,2021-09-18,230,339,109,1,109
231,50,454,50310,2021-09-16,2021-09-18,231,1098,115,3,345
232,50,454,50310,2021-09-16,2021-09-18,232,1051,93,2,186
233,50,454,50310,2021-09-16,2021-09-18,233,1033,90,3,270
234,50,454,50310,2021-09-16,2021-09-18,234,429,107,1,107
235,51,399,18423,2021-02-19,2021-02-26,235,668,113,1,113
236,51,399,18423,2021-02-19,2021-02-26,236,968,97,3,291
237,51,399,18423,2021-02-19,2021-02-26,237,1071,93,2,186
238,52,493,32155,2021-10-06,2021-10-29,238,491,102,3,306
239,52,493,32155,2021-10-06,2021-10-29,239,1101,115,3,345
240,52,493,32155,2021-10-06,2021-10-29,240,1141,102,1,102
241,52,493,32155,2021-10-06,2021-10-29,241,14,96,2,192
242,53,528,10517,2021-04-22,2021-05-02,242,825,117,3,351
243,53,528,10517,2021-04-22,2021-05-02,243,56,104,1,104
244,53,528,10517,2021-04-22,2021-05-02,244,92,118,1,118
245,54,195,13681,2021-04-25,2021-05-17,245,843,113,2,226
246,54,195,13681,2021-04-25,2021-05-17,246,974,97,2,194
247,54,195,13681,2021-04-25,2021-05-17,247,268,95,1,95
248,54,195,13681,2021-04-25,2021-05-17,248,512,102,2,204
249,55,873,55650,2021-04-08,2021-04-25,249,717,119,1,119
250,56,587,17149,2021-01-23,2021-02-18,250,1061,93,1,93
251,56,587,17149,2021-01-23,2021-02-18,251,879,94,3,282
252,56,587,17149,2021-01-23,2021-02-18,252,469,118,1,118
253,56,587,17149,2021-01-23,2021-02-18,253,610,112,3,336
254,56,587,17149,2021-01-23,2021-02-18,254,968,97,2,194
255,57,163,41495,2021-02-27,2021-03-13,255,1078,93,2,186
256,57,163,41495,2021-02-27,2021-03-13,256,1148,102,3,306
257,57,163,41495,2021-02-27,2021-03-13,257,808,117,1,117
258,58,332,42861,2021-02-02,2021-02-10,258,1073,93,3,279
259,58,332,42861,2021-02-02,2021-02-10,259,883,94,2,188
260,59,843,21858,2021-01-31,2021-02-27,260,928,96,1,96
261,59,843,21858,2021-01-31,2021-02-27,261,682,113,2,226
262,59,843,21858,2021-01-31,2021-02-27,262,786,91,1,91
263,60,301,31491,2021-02-05,2021-02-28,263,1054,93,2,186
264,60,301,31491,2021-02-05,2021-02-28,264,926,96,1,96
265,60,301,31491,2021-02-05,2021-02-28,265,590,100,1,100
266,60,301,31491,2021-02-05,2021-02-28,266,203,98,3,294
267,60,301,31491,2021-02-05,2021-02-28,267,913,96,1,96
268,60,301,31491,2021-02-05,2021-02-28,268,451,107,3,321
269,61,158,42290,2021-04-16,2021-04-28,269,1163,99,1,99
270,61,158,42290,2021-04-16,2021-04-28,270,210,106,1,106
271,61,158,42290,2021-04-16,2021-04-28,271,1180,99,1,99
272,61,158,42290,2021-04-16,2021-04-28,272,710,119,3,357
273,61,158,42290,2021-04-16,2021-04-28,273,316,109,2,218
274,62,93,37952,2021-07-30,2021-08-13,274,1045,90,2,180
275,62,93,37952,2021-07-30,2021-08-13,275,1192,105,2,210
276,63,556,27577,2021-02-11,2021-03-08,276,327,109,3,327
277,63,556,27577,2021-02-11,2021-03-08,277,975,97,2,194
278,63,556,27577,2021-02-11,2021-03-08,278,360,94,2,188
279,63,556,27577,2021-02-11,2021-03-08,279,208,98,1,98
280,64,167,23668,2021-01-24,2021-02-15,280,801,91,2,182
281,64,167,23668,2021-01-24,2021-02-15,281,623,112,2,224
282,64,167,23668,2021-01-24,2021-02-15,282,1012,106,1,106
283,64,167,23668,2021-01-24,2021-02-15,283,680,113,2,226
284,65,388,22051,2021-06-26,2021-07-22,284,1184,99,3,297
285,65,388,22051,2021-06-26,2021-07-22,285,744,109,3,327
286,66,631,42774,2021-08-14,2021-08-22,286,947,97,3,291
287,66,631,42774,2021-08-14,2021-08-22,287,847,113,1,113
288,66,631,42774,2021-08-14,2021-08-22,288,810,117,3,351
289,66,631,42774,2021-08-14,2021-08-22,289,465,118,2,236
290,66,631,42774,2021-08-14,2021-08-22,290,125,92,2,184
291,66,631,42774,2021-08-14,2021-08-22,291,728,119,1,119
292,66,631,42774,2021-08-14,2021-08-22,292,901,94,2,188
293,66,631,42774,2021-08-14,2021-08-22,293,672,113,2,226
294,66,631,42774,2021-08-14,2021-08-22,294,163,91,3,273
295,66,631,42774,2021-08-14,2021-08-22,295,942,96,1,96
296,67,504,52694,2021-05-22,2021-06-17,296,1038,90,2,180
297,67,504,52694,2021-05-22,2021-06-17,297,798,91,2,182
298,67,504,52694,2021-05-22,2021-06-17,298,453,107,2,214
299,68,180,20552,2021-02-12,2021-02-18,299,64,104,1,104
300,68,180,20552,2021-02-12,2021-02-18,300,436,107,2,214
301,68,180,20552,2021-02-12,2021-02-18,301,1029,90,1,90
302,68,180,20552,2021-02-12,2021-02-18,302,78,118,1,118
303,69,96,40619,2021-03-08,2021-03-28,303,103,118,1,118
304,69,96,40619,2021-03-08,2021-03-28,304,175,98,3,294
305,69,96,40619,2021-03-08,2021-03-28,305,1059,93,1,93
306,69,96,40619,2021-03-08,2021-03-28,306,1210,105,2,210
307,69,96,40619,2021-03-08,2021-03-28,307,817,117,2,234
308,69,96,40619,2021-03-08,2021-03-28,308,616,112,3,336
309,70,802,11279,2021-05-15,2021-05-26,309,593,100,1,100
310,71,795,20283,2021-02-14,2021-02-16,310,1100,115,1,115
311,71,795,20283,2021-02-14,2021-02-16,311,230,106,2,212
312,72,610,40072,2021-03-13,2021-03-16,312,1028,90,2,180
313,72,610,40072,2021-03-13,2021-03-16,313,548,98,2,196
314,72,610,40072,2021-03-13,2021-03-16,314,71,118,2,236
315,72,610,40072,2021-03-13,2021-03-16,315,596,112,2,224
316,73,965,16715,2021-07-24,2021-08-19,316,467,118,3,354
317,73,965,16715,2021-07-24,2021-08-19,317,1135,102,1,102
318,73,965,16715,2021-07-24,2021-08-19,318,1014,106,1,106
319,73,965,16715,2021-07-24,2021-08-19,319,1188,99,3,297
320,73,965,16715,2021-07-24,2021-08-19,320,70,118,2,236
321,74,391,39655,2021-02-23,2021-02-27,321,507,102,2,204
322,74,391,39655,2021-02-23,2021-02-27,322,311,105,2,210
323,74,391,39655,2021-02-23,2021-02-27,323,85,118,2,236
324,75,68,16667,2021-08-24,2021-09-15,324,571,100,2,200
325,75,68,16667,2021-08-24,2021-09-15,325,395,119,3,357
326,75,68,16667,2021-08-24,2021-09-15,326,604,112,3,336
327,76,470,22762,2021-06-18,2021-06-26,327,452,107,1,107
328,76,470,22762,2021-06-18,2021-06-26,328,1083,93,2,186
329,76,470,22762,2021-06-18,2021-06-26,329,214,106,1,106
330,76,470,22762,2021-06-18,2021-06-26,330,1158,99,1,99
331,76,470,22762,2021-06-18,2021-06-26,331,1132,102,1,102
332,76,470,22762,2021-06-18,2021-06-26,332,1067,93,3,279
333,76,470,22762,2021-06-18,2021-06-26,333,842,113,2,226
334,77,680,56675,2021-04-19,2021-04-29,334,81,118,3,354
335,77,680,56675,2021-04-19,2021-04-29,335,672,113,1,113
336,77,680,56675,2021-04-19,2021-04-29,336,390,119,3,357
337,77,680,56675,2021-04-19,2021-04-29,337,614,112,1,112
338,77,680,56675,2021-04-19,2021-04-29,338,535,98,3,294
339,77,680,56675,2021-04-19,2021-04-29,339,1165,99,2,198
340,77,680,56675,2021-04-19,2021-04-29,340,364,94,1,94
341,77,680,56675,2021-04-19,2021-04-29,341,1221,105,1,105
342,77,680,56675,2021-04-19,2021-04-29,342,878,94,3,282
343,77,680,56675,2021-04-19,2021-04-29,343,782,91,3,273
344,77,680,56675,2021-04-19,2021-04-29,344,819,117,3,351
345,77,680,56675,2021-04-19,2021-04-29,345,577,100,2,200
346,78,681,58179,2021-05-13,2021-05-29,346,733,119,3,357
347,78,681,58179,2021-05-13,2021-05-29,347,1086,115,2,230
348,78,681,58179,2021-05-13,2021-05-29,348,1001,106,2,212
349,79,236,54340,2021-03-16,2021-03-25,349,481,118,2,236
350,79,236,54340,2021-03-16,2021-03-25,350,499,102,1,102
351,79,236,54340,2021-03-16,2021-03-25,351,1244,112,3,336
352,79,236,54340,2021-03-16,2021-03-25,352,947,97,1,97
353,80,872,59554,2021-04-26,2021-05-20,353,21,96,2,192
354,80,872,59554,2021-04-26,2021-05-20,354,978,97,2,194
355,81,736,30150,2021-06-13,2021-06-15,355,55,104,3,312
356,81,736,30150,2021-06-13,2021-06-15,356,987,106,2,212
357,81,736,30150,2021-06-13,2021-06-15,357,1175,99,1,99
358,81,736,30150,2021-06-13,2021-06-15,358,142,91,1,91
359,81,736,30150,2021-06-13,2021-06-15,359,143,91,3,273
360,81,736,30150,2021-06-13,2021-06-15,360,626,112,1,112
361,82,927,32502,2021-02-02,2021-02-27,361,599,112,2,224
362,82,927,32502,2021-02-02,2021-02-27,362,528,98,3,294
363,82,927,32502,2021-02-02,2021-02-27,363,757,109,1,109
364,82,927,32502,2021-02-02,2021-02-27,364,1042,90,3,270
365,82,927,32502,2021-02-02,2021-02-27,365,676,113,2,226
366,82,927,32502,2021-02-02,2021-02-27,366,239,106,3,318
367,83,537,39729,2021-06-25,2021-07-01,367,588,100,1,100
368,83,537,39729,2021-06-25,2021-07-01,368,88,118,1,118
369,83,537,39729,2021-06-25,2021-07-01,369,260,95,2,190
370,84,181,43438,2021-08-26,2021-09-20,370,1074,93,1,93
371,84,181,43438,2021-08-26,2021-09-20,371,371,94,3,282
372,84,181,43438,2021-08-26,2021-09-20,372,191,98,2,196
373,85,251,43533,2021-03-10,2021-03-22,373,442,107,1,107
374,85,251,43533,2021-03-10,2021-03-22,374,379,94,1,94
375,85,251,43533,2021-03-10,2021-03-22,375,613,112,3,336
376,86,874,27045,2021-08-05,2021-08-11,376,572,100,2,200
377,87,325,32961,2021-06-20,2021-07-16,377,98,118,3,354
378,87,325,32961,2021-06-20,2021-07-16,378,276,95,1,95
379,87,325,32961,2021-06-20,2021-07-16,379,278,95,2,190
380,87,325,32961,2021-06-20,2021-07-16,380,174,91,2,182
381,88,567,10904,2021-07-19,2021-08-15,381,126,92,1,92
382,88,567,10904,2021-07-19,2021-08-15,382,862,113,3,339
383,88,567,10904,2021-07-19,2021-08-15,383,407,119,1,119
384,88,567,10904,2021-07-19,2021-08-15,384,86,118,2,236
385,88,567,10904,2021-07-19,2021-08-15,385,770,91,2,182
386,88,567,10904,2021-07-19,2021-08-15,386,915,96,2,192
387,88,567,10904,2021-07-19,2021-08-15,387,1221,105,2,210
388,89,448,29268,2021-10-22,2021-11-16,388,271,95,1,95
389,89,448,29268,2021-10-22,2021-11-16,389,818,117,2,234
390,89,448,29268,2021-10-22,2021-11-16,390,549,98,1,98
391,89,448,29268,2021-10-22,2021-11-16,391,520,102,3,306
392,89,448,29268,2021-10-22,2021-11-16,392,545,98,1,98
393,90,809,11475,2021-06-13,2021-07-07,393,134,92,3,276
394,90,809,11475,2021-06-13,2021-07-07,394,19,96,2,192
395,90,809,11475,2021-06-13,2021-07-07,395,746,109,2,218
396,90,809,11475,2021-06-13,2021-07-07,396,1129,102,3,306
397,90,809,11475,2021-06-13,2021-07-07,397,50,104,3,312
398,90,809,11475,2021-06-13,2021-07-07,398,641,93,1,93
399,91,803,16601,2021-09-02,2021-09-15,399,1128,102,1,102
400,91,803,16601,2021-09-02,2021-09-15,400,371,94,1,94
401,91,803,16601,2021-09-02,2021-09-15,401,224,106,3,318
402,91,803,16601,2021-09-02,2021-09-15,402,498,102,3,306
403,91,803,16601,2021-09-02,2021-09-15,403,1045,90,3,270
404,92,273,37239,2021-01-12,2021-01-30,404,434,107,3,321
405,92,273,37239,2021-01-12,2021-01-30,405,994,106,3,318
406,92,273,37239,2021-01-12,2021-01-30,406,234,106,2,212
407,92,273,37239,2021-01-12,2021-01-30,407,991,106,3,318
408,93,908,52379,2021-10-22,2021-11-11,408,1247,112,3,336
409,93,908,52379,2021-10-22,2021-11-11,409,1259,112,3,336
410,94,629,47031,2021-03-08,2021-03-26,410,883,94,2,188
411,94,629,47031,2021-03-08,2021-03-26,411,1073,93,3,279
412,94,629,47031,2021-03-08,2021-03-26,412,212,106,2,212
413,94,629,47031,2021-03-08,2021-03-26,413,458,118,3,354
414,94,629,47031,2021-03-08,2021-03-26,414,939,96,2,192
415,95,413,52416,2021-01-25,2021-02-05,415,1168,99,3,297
416,95,413,52416,2021-01-25,2021-02-05,416,444,107,1,107
417,95,413,52416,2021-01-25,2021-02-05,417,497,102,2,204
