order_id,customer_id,payment,order_date,delivery_date,sales_id,product_id,price_per_unit,quantity,total_price
20,789,45129,1/13/2021,1/20/2021,95,1114,115,3,345
20,789,45129,1/13/2021,1/20/2021,96,514,102,3,306
20,789,45129,1/13/2021,1/20/2021,97,681,113,1,113
20,789,45129,1/13/2021,1/20/2021,98,1114,115,1,115
21,124,11261,4/4/2021,4/17/2021,99,7,96,1,96
21,124,11261,4/4/2021,4/17/2021,100,298,105,2,210
21,124,11261,4/4/2021,4/17/2021,101,906,94,2,188
22,180,36088,5/28/2021,6/9/2021,102,20,96,1,96
22,180,36088,5/28/2021,6/9/2021,103,1040,90,2,180
22,180,36088,5/28/2021,6/9/2021,104,134,92,1,92
22,180,36088,5/28/2021,6/9/2021,105,172,91,2,182
22,180,36088,5/28/2021,6/9/2021,106,321,109,3,327
22,180,36088,5/28/2021,6/9/2021,107,912,96,1,96
23,652,45711,5/17/2021,5/22/2021,108,238,106,2,212
23,652,45711,5/17/2021,5/22/2021,109,809,117,3,351
24,469,14566,9/4/2021,9/20/2021,110,8,96,1,96
24,469,14566,9/4/2021,9/20/2021,111,852,113,2,226
25,562,47075,7/4/2021,7/8/2021,112,736,109,3,327
25,562,47075,7/4/2021,7/8/2021,113,593,100,2,200
26,732,15964,4/25/2021,5/4/2021,114,808,117,2,234
26,732,15964,4/25/2021,5/4/2021,115,154,91,3,273
26,732,15964,4/25/2021,5/4/2021,116,453,107,1,107
27,443,35513,5/16/2021,5/28/2021,117,302,105,2,210
27,443,35513,5/16/2021,5/28/2021,118,823,117,1,117
27,443,35513,5/16/2021,5/28/2021,119,360,94,1,94
27,443,35513,5/16/2021,5/28/2021,120,430,107,1,107
27,443,35513,5/16/2021,5/28/2021,121,1027,90,3,270
27,443,35513,5/16/2021,5/28/2021,122,603,112,1,112
27,443,35513,5/16/2021,5/28/2021,123,843,113,2,226
28,206,29968,8/19/2021,9/4/2021,124,19,96,2,192
28,206,29968,8/19/2021,9/4/2021,125,226,106,2,212
28,206,29968,8/19/2021,9/4/2021,126,1158,99,1,99
28,206,29968,8/19/2021,9/4/2021,127,730,119,1,119
28,206,29968,8/19/2021,9/4/2021,128,2,96,2,192
28,206,29968,8/19/2021,9/4/2021,129,761,109,2,218
28,206,29968,8/19/2021,9/4/2021,130,684,113,3,339
28,206,29968,8/19/2021,9/4/2021,131,922,96,2,192
28,206,29968,8/19/2021,9/4/2021,132,1053,93,2,186
28,206,29968,8/19/2021,9/4/2021,133,1259,112,3,336
28,206,29968,8/19/2021,9/4/2021,134,803,91,2,182
29,993,57645,3/22/2021,3/28/2021,135,633,93,1,93
29,993,57645,3/22/2021,3/28/2021,136,907,94,3,282
29,993,57645,3/22/2021,3/28/2021,137,246,95,2,190
29,993,57645,3/22/2021,3/28/2021,138,762,109,3,327
30,260,59350,7/7/2021,7/26/2021,139,407,119,2,238
30,260,59350,7/7/2021,7/26/2021,140,325,109,2,218
30,260,59350,7/7/2021,7/26/2021,141,2,96,1,96
30,260,59350,7/7/2021,7/26/2021,142,411,119,2,238
30,260,59350,7/7/2021,7/26/2021,143,1167,99,1,99
30,260,59350,7/7/2021,7/26/2021,144,462,118,3,354
31,727,15722,3/11/2021,4/5/2021,145,484,118,2,236
31,727,15722,3/11/2021,4/5/2021,146,1071,93,1,93
31,727,15722,3/11/2021,4/5/2021,147,1245,112,1,112
32,627,24976,6/17/2021,7/14/2021,148,1096,115,3,345
32,627,24976,6/17/2021,7/14/2021,149,323,109,1,109
32,627,24976,6/17/2021,7/14/2021,150,22,96,3,288
33,588,52945,7/1/2021,7/7/2021,151,486,118,2,236
33,588,52945,7/1/2021,7/7/2021,152,1173,99,3,297
33,588,52945,7/1/2021,7/7/2021,153,322,109,3,327
33,588,52945,7/1/2021,7/7/2021,154,955,97,3,291
33,588,52945,7/1/2021,7/7/2021,155,511,102,2,204
34,412,36244,5/23/2021,5/30/2021,156,817,117,2,234
34,412,36244,5/23/2021,5/30/2021,157,555,98,1,98
34,412,36244,5/23/2021,5/30/2021,158,775,91,3,273
34,412,36244,5/23/2021,5/30/2021,159,62,104,1,104
35,358,49665,8/31/2021,9/7/2021,160,991,106,2,212
35,358,49665,8/31/2021,9/7/2021,161,527,98,1,98
35,358,49665,8/31/2021,9/7/2021,162,1257,112,2,224
35,358,49665,8/31/2021,9/7/2021,163,1043,90,1,90
35,358,49665,8/31/2021,9/7/2021,164,549,98,1,98
35,358,49665,8/31/2021,9/7/2021,165,302,105,1,105
35,358,49665,8/31/2021,9/7/2021,166,671,113,3,339
36,51,32494,8/22/2021,9/4/2021,167,675,113,1,113
36,51,32494,8/22/2021,9/4/2021,168,636,93,3,279
36,51,32494,8/22/2021,9/4/2021,169,37,104,2,208
36,51,32494,8/22/2021,9/4/2021,170,831,117,2,234
36,51,32494,8/22/2021,9/4/2021,171,737,109,2,218
36,51,32494,8/22/2021,9/4/2021,172,203,98,1,98
37,78,53949,7/7/2021,7/18/2021,173,809,117,3,351
37,78,53949,7/7/2021,7/18/2021,174,995,106,3,318
37,78,53949,7/7/2021,7/18/2021,175,605,112,3,336
37,78,53949,7/7/2021,7/18/2021,176,608,112,2,224
37,78,53949,7/7/2021,7/18/2021,177,645,93,2,186
38,809,46219,2/3/2021,2/19/2021,178,1015,90,2,180
38,809,46219,2/3/2021,2/19/2021,179,503,102,1,102
38,809,46219,2/3/2021,2/19/2021,180,138,92,2,184
39,466,23990,2/26/2021,3/20/2021,181,621,112,2,224
39,466,23990,2/26/2021,3/20/2021,182,338,109,2,218
39,466,23990,2/26/2021,3/20/2021,183,148,91,3,273
39,466,23990,2/26/2021,3/20/2021,184,631,93,3,279
39,466,23990,2/26/2021,3/20/2021,185,916,96,1,96
39,466,23990,2/26/2021,3/20/2021,186,317,109,2,218
39,466,23990,2/26/2021,3/20/2021,187,49,104,1,104
39,466,23990,2/26/2021,3/20/2021,188,1030,90,2,180
39,466,23990,2/26/2021,3/20/2021,189,892,94,3,282
39,466,23990,2/26/2021,3/20/2021,190,20,96,2,192
40,86,56657,1/7/2021,1/19/2021,191,333,109,2,218
40,86,56657,1/7/2021,1/19/2021,192,650,93,1,93
40,86,56657,1/7/2021,1/19/2021,193,479,118,3,354
40,86,56657,1/7/2021,1/19/2021,194,688,113,3,339
41,790,53386,1/3/2021,1/9/2021,195,1012,106,1,106
41,790,53386,1/3/2021,1/9/2021,196,730,119,1,119
41,790,53386,1/3/2021,1/9/2021,197,579,100,3,300
42,690,33993,7/29/2021,8/2/2021,198,866,113,1,113
42,690,33993,7/29/2021,8/2/2021,199,978,97,2,194
42,690,33993,7/29/2021,8/2/2021,200,330,109,1,109
42,690,33993,7/29/2021,8/2/2021,201,1225,112,1,112
43,570,22839,7/13/2021,8/3/2021,202,1146,102,2,204
43,570,22839,7/13/2021,8/3/2021,203,586,100,1,100
43,570,22839,7/13/2021,8/3/2021,204,134,92,3,276
44,849,17071,9/7/2021,9/22/2021,205,368,94,2,188
44,849,17071,9/7/2021,9/22/2021,206,1127,102,2,204
44,849,17071,9/7/2021,9/22/2021,207,595,112,1,112
44,849,17071,9/7/2021,9/22/2021,208,1076,93,1,93
44,849,17071,9/7/2021,9/22/2021,209,704,119,1,119
45,571,21738,5/30/2021,6/21/2021,210,476,118,1,118
45,571,21738,5/30/2021,6/21/2021,211,705,119,3,357
45,571,21738,5/30/2021,6/21/2021,212,1037,90,2,180
45,571,21738,5/30/2021,6/21/2021,213,345,109,3,327
45,571,21738,5/30/2021,6/21/2021,214,1253,112,2,224
45,571,21738,5/30/2021,6/21/2021,215,1258,112,1,112
46,922,25378,6/22/2021,7/4/2021,216,666,113,3,339
46,922,25378,6/22/2021,7/4/2021,217,498,102,1,102
46,922,25378,6/22/2021,7/4/2021,218,316,109,3,327
47,791,35453,4/21/2021,4/23/2021,219,664,93,2,186
47,791,35453,4/21/2021,4/23/2021,220,823,117,2,234
47,791,35453,4/21/2021,4/23/2021,221,777,91,1,91
47,791,35453,4/21/2021,4/23/2021,222,78,118,2,236
47,791,35453,4/21/2021,4/23/2021,223,1089,115,3,345
48,620,31712,4/16/2021,4/23/2021,224,960,97,1,97
48,620,31712,4/16/2021,4/23/2021,225,683,113,3,339
49,336,24219,1/22/2021,2/13/2021,226,40,104,3,312
49,336,24219,1/22/2021,2/13/2021,227,1044,90,2,180
49,336,24219,1/22/2021,2/13/2021,228,773,91,1,91
50,454,50310,9/16/2021,9/18/2021,229,457,118,3,354
50,454,50310,9/16/2021,9/18/2021,230,339,109,1,109
50,454,50310,9/16/2021,9/18/2021,231,1098,115,3,345
50,454,50310,9/16/2021,9/18/2021,232,1051,93,2,186
50,454,50310,9/16/2021,9/18/2021,233,1033,90,3,270
50,454,50310,9/16/2021,9/18/2021,234,429,107,1,107
51,399,18423,2/19/2021,2/26/2021,235,668,113,1,113
51,399,18423,2/19/2021,2/26/2021,236,968,97,3,291
51,399,18423,2/19/2021,2/26/2021,237,1071,93,2,186
52,493,32155,10/6/2021,10/29/2021,238,491,102,3,306
52,493,32155,10/6/2021,10/29/2021,239,1101,115,3,345
52,493,32155,10/6/2021,10/29/2021,240,1141,102,1,102
52,493,32155,10/6/2021,10/29/2021,241,14,96,2,192
53,528,10517,4/22/2021,5/2/2021,242,825,117,3,351
53,528,10517,4/22/2021,5/2/2021,243,56,104,1,104
53,528,10517,4/22/2021,5/2/2021,244,92,118,1,118
54,195,13681,4/25/2021,5/17/2021,245,843,113,2,226
54,195,13681,4/25/2021,5/17/2021,246,974,97,2,194
54,195,13681,4/25/2021,5/17/2021,247,268,95,1,95
54,195,13681,4/25/2021,5/17/2021,248,512,102,2,204
55,873,55650,4/8/2021,4/25/2021,249,717,119,1,119
56,587,17149,1/23/2021,2/18/2021,250,1061,93,1,93
56,587,17149,1/23/2021,2/18/2021,251,879,94,3,282
56,587,17149,1/23/2021,2/18/2021,252,469,118,1,118
56,587,17149,1/23/2021,2/18/2021,253,610,112,3,336
56,587,17149,1/23/2021,2/18/2021,254,968,97,2,194
57,163,41495,2/27/2021,3/13/2021,255,1078,93,2,186
57,163,41495,2/27/2021,3/13/2021,256,1148,102,3,306
57,163,41495,2/27/2021,3/13/2021,257,808,117,1,117
58,332,42861,2/2/2021,2/10/2021,258,1073,93,3,279
58,332,42861,2/2/2021,2/10/2021,259,883,94,2,188
59,843,21858,1/31/2021,2/27/2021,260,928,96,1,96
59,843,21858,1/31/2021,2/27/2021,261,682,113,2,226
59,843,21858,1/31/2021,2/27/2021,262,786,91,1,91
60,301,31491,2/5/2021,2/28/2021,263,1054,93,2,186
60,301,31491,2/5/2021,2/28/2021,264,926,96,1,96
60,301,31491,2/5/2021,2/28/2021,265,590,100,1,100
60,301,31491,2/5/2021,2/28/2021,266,203,98,3,294
60,301,31491,2/5/2021,2/28/2021,267,913,96,1,96
60,301,31491,2/5/2021,2/28/2021,268,451,107,3,321
61,158,42290,4/16/2021,4/28/2021,269,1163,99,1,99
61,158,42290,4/16/2021,4/28/2021,270,210,106,1,106
61,158,42290,4/16/2021,4/28/2021,271,1180,99,1,99
61,158,42290,4/16/2021,4/28/2021,272,710,119,3,357
61,158,42290,4/16/2021,4/28/2021,273,316,109,2,218
62,93,37952,7/30/2021,8/13/2021,274,1045,90,2,180
62,93,37952,7/30/2021,8/13/2021,275,1192,105,2,210
63,556,27577,2/11/2021,3/8/2021,276,327,109,3,327
63,556,27577,2/11/2021,3/8/2021,277,975,97,2,194
63,556,27577,2/11/2021,3/8/2021,278,360,94,2,188
63,556,27577,2/11/2021,3/8/2021,279,208,98,1,98
64,167,23668,1/24/2021,2/15/2021,280,801,91,2,182
64,167,23668,1/24/2021,2/15/2021,281,623,112,2,224
64,167,23668,1/24/2021,2/15/2021,282,1012,106,1,106
64,167,23668,1/24/2021,2/15/2021,283,680,113,2,226
65,388,22051,6/26/2021,7/22/2021,284,1184,99,3,297
65,388,22051,6/26/2021,7/22/2021,285,744,109,3,327
66,631,42774,8/14/2021,8/22/2021,286,947,97,3,291
66,631,42774,8/14/2021,8/22/2021,287,847,113,1,113
66,631,42774,8/14/2021,8/22/2021,288,810,117,3,351
66,631,42774,8/14/2021,8/22/2021,289,465,118,2,236
66,631,42774,8/14/2021,8/22/2021,290,125,92,2,184
66,631,42774,8/14/2021,8/22/2021,291,728,119,1,119
66,631,42774,8/14/2021,8/22/2021,292,901,94,2,188
66,631,42774,8/14/2021,8/22/2021,293,672,113,2,226
66,631,42774,8/14/2021,8/22/2021,294,163,91,3,273
66,631,42774,8/14/2021,8/22/2021,295,942,96,1,96
67,504,52694,5/22/2021,6/17/2021,296,1038,90,2,180
67,504,52694,5/22/2021,6/17/2021,297,798,91,2,182
67,504,52694,5/22/2021,6/17/2021,298,453,107,2,214
68,180,20552,2/12/2021,2/18/2021,299,64,104,1,104
68,180,20552,2/12/2021,2/18/2021,300,436,107,2,214
68,180,20552,2/12/2021,2/18/2021,301,1029,90,1,90
68,180,20552,2/12/2021,2/18/2021,302,78,118,1,118
69,96,40619,3/8/2021,3/28/2021,303,103,118,1,118
69,96,40619,3/8/2021,3/28/2021,304,175,98,3,294
69,96,40619,3/8/2021,3/28/2021,305,1059,93,1,93
69,96,40619,3/8/2021,3/28/2021,306,1210,105,2,210
69,96,40619,3/8/2021,3/28/2021,307,817,117,2,234
69,96,40619,3/8/2021,3/28/2021,308,616,112,3,336
70,802,11279,5/15/2021,5/26/2021,309,593,100,1,100
71,795,20283,2/14/2021,2/16/2021,310,1100,115,1,115
71,795,20283,2/14/2021,2/16/2021,311,230,106,2,212
72,610,40072,3/13/2021,3/16/2021,312,1028,90,2,180
72,610,40072,3/13/2021,3/16/2021,313,548,98,2,196
72,610,40072,3/13/2021,3/16/2021,314,71,118,2,236
72,610,40072,3/13/2021,3/16/2021,315,596,112,2,224
73,965,16715,7/24/2021,8/19/2021,316,467,118,3,354
73,965,16715,7/24/2021,8/19/2021,317,1135,102,1,102
73,965,16715,7/24/2021,8/19/2021,318,1014,106,1,106
73,965,16715,7/24/2021,8/19/2021,319,1188,99,3,297
73,965,16715,7/24/2021,8/19/2021,320,70,118,2,236
74,391,39655,2/23/2021,2/27/2021,321,507,102,2,204
74,391,39655,2/23/2021,2/27/2021,322,311,105,2,210
74,391,39655,2/23/2021,2/27/2021,323,85,118,2,236
75,68,16667,8/24/2021,9/15/2021,324,571,100,2,200
75,68,16667,8/24/2021,9/15/2021,325,395,119,3,357
75,68,16667,8/24/2021,9/15/2021,326,604,112,3,336
76,470,22762,6/18/2021,6/26/2021,327,452,107,1,107
76,470,22762,6/18/2021,6/26/2021,328,1083,93,2,186
76,470,22762,6/18/2021,6/26/2021,329,214,106,1,106
76,470,22762,6/18/2021,6/26/2021,330,1158,99,1,99
76,470,22762,6/18/2021,6/26/2021,331,1132,102,1,102
76,470,22762,6/18/2021,6/26/2021,332,1067,93,3,279
76,470,22762,6/18/2021,6/26/2021,333,842,113,2,226
77,680,56675,4/19/2021,4/29/2021,334,81,118,3,354
77,680,56675,4/19/2021,4/29/2021,335,672,113,1,113
77,680,56675,4/19/2021,4/29/2021,336,390,119,3,357
77,680,56675,4/19/2021,4/29/2021,337,614,112,1,112
77,680,56675,4/19/2021,4/29/2021,338,535,98,3,294
77,680,56675,4/19/2021,4/29/2021,339,1165,99,2,198
77,680,56675,4/19/2021,4/29/2021,340,364,94,1,94
77,680,56675,4/19/2021,4/29/2021,341,1221,105,1,105
77,680,56675,4/19/2021,4/29/2021,342,878,94,3,282
77,680,56675,4/19/2021,4/29/2021,343,782,91,3,273
77,680,56675,4/19/2021,4/29/2021,344,819,117,3,351
77,680,56675,4/19/2021,4/29/2021,345,577,100,2,200
78,681,58179,5/13/2021,5/29/2021,346,733,119,3,357
78,681,58179,5/13/2021,5/29/2021,347,1086,115,2,230
78,681,58179,5/13/2021,5/29/2021,348,1001,106,2,212
79,236,54340,3/16/2021,3/25/2021,349,481,118,2,236
79,236,54340,3/16/2021,3/25/2021,350,499,102,1,102
79,236,54340,3/16/2021,3/25/2021,351,1244,112,3,336
79,236,54340,3/16/2021,3/25/2021,352,947,97,1,97
80,872,59554,4/26/2021,5/20/2021,353,21,96,2,192
80,872,59554,4/26/2021,5/20/2021,354,978,97,2,194
81,736,30150,6/13/2021,6/15/2021,355,55,104,3,312
81,736,30150,6/13/2021,6/15/2021,356,987,106,2,212
81,736,30150,6/13/2021,6/15/2021,357,1175,99,1,99
81,736,30150,6/13/2021,6/15/2021,358,142,91,1,91
81,736,30150,6/13/2021,6/15/2021,359,143,91,3,273
81,736,30150,6/13/2021,6/15/2021,360,626,112,1,112
82,927,32502,2/2/2021,2/27/2021,361,599,112,2,224
82,927,32502,2/2/2021,2/27/2021,362,528,98,3,294
82,927,32502,2/2/2021,2/27/2021,363,757,109,1,109
82,927,32502,2/2/2021,2/27/2021,364,1042,90,3,270
82,927,32502,2/2/2021,2/27/2021,365,676,113,2,226
82,927,32502,2/2/2021,2/27/2021,366,239,106,3,318
83,537,39729,6/25/2021,7/1/2021,367,588,100,1,100
83,537,39729,6/25/2021,7/1/2021,368,88,118,1,118
83,537,39729,6/25/2021,7/1/2021,369,260,95,2,190
84,181,43438,8/26/2021,9/20/2021,370,1074,93,1,93
84,181,43438,8/26/2021,9/20/2021,371,371,94,3,282
84,181,43438,8/26/2021,9/20/2021,372,191,98,2,196
85,251,43533,3/10/2021,3/22/2021,373,442,107,1,107
85,251,43533,3/10/2021,3/22/2021,374,379,94,1,94
85,251,43533,3/10/2021,3/22/2021,375,613,112,3,336
86,874,27045,8/5/2021,8/11/2021,376,572,100,2,200
87,325,32961,6/20/2021,7/16/2021,377,98,118,3,354
87,325,32961,6/20/2021,7/16/2021,378,276,95,1,95
87,325,32961,6/20/2021,7/16/2021,379,278,95,2,190
87,325,32961,6/20/2021,7/16/2021,380,174,91,2,182
88,567,10904,7/19/2021,8/15/2021,381,126,92,1,92
88,567,10904,7/19/2021,8/15/2021,382,862,113,3,339
88,567,10904,7/19/2021,8/15/2021,383,407,119,1,119
88,567,10904,7/19/2021,8/15/2021,384,86,118,2,236
88,567,10904,7/19/2021,8/15/2021,385,770,91,2,182
88,567,10904,7/19/2021,8/15/2021,386,915,96,2,192
88,567,10904,7/19/2021,8/15/2021,387,1221,105,2,210
89,448,29268,10/22/2021,11/16/2021,388,271,95,1,95
89,448,29268,10/22/2021,11/16/2021,389,818,117,2,234
89,448,29268,10/22/2021,11/16/2021,390,549,98,1,98
89,448,29268,10/22/2021,11/16/2021,391,520,102,3,306
89,448,29268,10/22/2021,11/16/2021,392,545,98,1,98
90,809,11475,6/13/2021,7/7/2021,393,134,92,3,276
90,809,11475,6/13/2021,7/7/2021,394,19,96,2,192
90,809,11475,6/13/2021,7/7/2021,395,746,109,2,218
90,809,11475,6/13/2021,7/7/2021,396,1129,102,3,306
90,809,11475,6/13/2021,7/7/2021,397,50,104,3,312
90,809,11475,6/13/2021,7/7/2021,398,641,93,1,93
91,803,16601,9/2/2021,9/15/2021,399,1128,102,1,102
91,803,16601,9/2/2021,9/15/2021,400,371,94,1,94
91,803,16601,9/2/2021,9/15/2021,401,224,106,3,318
91,803,16601,9/2/2021,9/15/2021,402,498,102,3,306
91,803,16601,9/2/2021,9/15/2021,403,1045,90,3,270
92,273,37239,1/12/2021,1/30/2021,404,434,107,3,321
92,273,37239,1/12/2021,1/30/2021,405,994,106,3,318
92,273,37239,1/12/2021,1/30/2021,406,234,106,2,212
92,273,37239,1/12/2021,1/30/2021,407,991,106,3,318
93,908,52379,10/22/2021,11/11/2021,408,1247,112,3,336
93,908,52379,10/22/2021,11/11/2021,409,1259,112,3,336
94,629,47031,3/8/2021,3/26/2021,410,883,94,2,188
94,629,47031,3/8/2021,3/26/2021,411,1073,93,3,279
94,629,47031,3/8/2021,3/26/2021,412,212,106,2,212
94,629,47031,3/8/2021,3/26/2021,413,458,118,3,354
94,629,47031,3/8/2021,3/26/2021,414,939,96,2,192
95,413,52416,1/25/2021,2/5/2021,415,1168,99,3,297
95,413,52416,1/25/2021,2/5/2021,416,444,107,1,107
95,413,52416,1/25/2021,2/5/2021,417,497,102,2,204
95,413,52416,1/25/2021,2/5/2021,418,1167,99,2,198
95,413,52416,1/25/2021,2/5/2021,419,415,119,3,357
95,413,52416,1/25/2021,2/5/2021,420,426,107,2,214
95,413,52416,1/25/2021,2/5/2021,421,1091,115,1,115
95,413,52416,1/25/2021,2/5/2021,422,742,109,2,218
96,415,12119,6/20/2021,6/30/2021,423,1025,90,2,180
96,415,12119,6/20/2021,6/30/2021,424,1123,102,1,102
96,415,12119,6/20/2021,6/30/2021,425,345,109,2,218
96,415,12119,6/20/2021,6/30/2021,426,395,119,1,119
96,415,12119,6/20/2021,6/30/2021,427,1223,105,2,210
96,415,12119,6/20/2021,6/30/2021,428,940,96,1,96
97,106,17772,3/29/2021,3/31/2021,429,120,92,1,92
97,106,17772,3/29/2021,3/31/2021,430,541,98,1,98
97,106,17772,3/29/2021,3/31/2021,431,856,113,3,339
97,106,17772,3/29/2021,3/31/2021,432,1183,99,1,99
97,106,17772,3/29/2021,3/31/2021,433,307,105,3,315
97,106,17772,3/29/2021,3/31/2021,434,1209,105,3,315
97,106,17772,3/29/2021,3/31/2021,435,545,98,1,98
97,106,17772,3/29/2021,3/31/2021,436,476,118,1,118
98,257,44700,4/29/2021,5/8/2021,437,1022,90,2,180
98,257,44700,4/29/2021,5/8/2021,438,431,107,2,214
98,257,44700,4/29/2021,5/8/2021,439,943,96,1,96
98,257,44700,4/29/2021,5/8/2021,440,1103,115,1,115
98,257,44700,4/29/2021,5/8/2021,441,982,106,3,318
98,257,44700,4/29/2021,5/8/2021,442,645,93,1,93
99,291,26787,9/13/2021,9/25/2021,443,1238,112,2,224
99,291,26787,9/13/2021,9/25/2021,444,159,91,3,273
